strain	replicon	data_type	ext	clust_type	clust_num	cluster_size	ind_clust_size	rep_type	taxon
NBC_00271	CP108070_linear_right	Illumina	0	H	215	17	9	chromosome	['Streptomyces sp. NBC 00271']
NBC_00271	CP108070_linear_left	ONT	2	S	215	17	9	chromosome	['Streptomyces sp. NBC 00271']
NBC_00271	CP108070_linear_right	ONT	0	H	215	17	9	chromosome	['Streptomyces sp. NBC 00271']
NBC_00271	CP108071_linear_left	Illumina	0	H	37	127	46	plasmid	['Streptomyces sp. NBC 00271']
NBC_00271	CP108071_linear_right	Illumina	68	S	216	1	1	plasmid	['Streptomyces sp. NBC 00271']
NBC_00271	CP108071_linear_left	ONT	0	H	37	127	46	plasmid	['Streptomyces sp. NBC 00271']
NBC_00271	CP108071_linear_right	ONT	25427	S	216	1	1	plasmid	['Streptomyces sp. NBC 00271']
NBC_00271	CP108072_linear_left	Illumina	0	S	217	1	1	plasmid	['Streptomyces sp. NBC 00271']
NBC_00271	CP108072_linear_right	Illumina	0	H	35	17	7	plasmid	['Streptomyces sp. NBC 00271']
NBC_00271	CP108072_linear_left	ONT	24278	S	217	1	1	plasmid	['Streptomyces sp. NBC 00271']
NBC_00271	CP108072_linear_right	ONT	0	H	35	17	7	plasmid	['Streptomyces sp. NBC 00271']
NBC_00272	CP108068_linear_left	Illumina	11	H	31	18	12	chromosome	['Streptomyces sp. NBC 00272']
NBC_00272	CP108068_linear_right	Illumina	11	H	31	18	12	chromosome	['Streptomyces sp. NBC 00272']
NBC_00272	CP108068_linear_left	ONT	253	H	31	18	12	chromosome	['Streptomyces sp. NBC 00272']
NBC_00272	CP108068_linear_right	ONT	245	H	31	18	12	chromosome	['Streptomyces sp. NBC 00272']
NBC_00272	CP108069_linear_left	Illumina	12	H	32	26	13	plasmid	['Streptomyces sp. NBC 00272']
NBC_00272	CP108069_linear_right	Illumina	119	S	214	1	1	plasmid	['Streptomyces sp. NBC 00272']
NBC_00272	CP108069_linear_left	ONT	7	H	32	26	13	plasmid	['Streptomyces sp. NBC 00272']
NBC_00272	CP108069_linear_right	ONT	0	S	214	1	1	plasmid	['Streptomyces sp. NBC 00272']
NBC_00273	CP108067_linear_left	Illumina	11	H	89	34	16	chromosome	['Streptomyces sp. NBC_00273']
NBC_00273	CP108067_linear_right	Illumina	11	H	89	34	16	chromosome	['Streptomyces sp. NBC_00273']
NBC_00273	CP108067_linear_left	ONT	4	H	89	34	16	chromosome	['Streptomyces sp. NBC_00273']
NBC_00273	CP108067_linear_right	ONT	4	H	89	34	16	chromosome	['Streptomyces sp. NBC_00273']
NBC_00277	CP108065_linear_left	Illumina	11	H	9	77	30	chromosome	['Streptomyces canus']
NBC_00277	CP108065_linear_right	Illumina	11	H	9	77	30	chromosome	['Streptomyces canus']
NBC_00277	CP108065_linear_left	ONT	12	H	9	77	30	chromosome	['Streptomyces canus']
NBC_00277	CP108065_linear_right	ONT	12	H	9	77	30	chromosome	['Streptomyces canus']
NBC_00277	CP108066_linear_left	Illumina	0	H	0	42	14	plasmid	['Streptomyces canus']
NBC_00277	CP108066_linear_right	Illumina	0	H	0	42	14	plasmid	['Streptomyces canus']
NBC_00277	CP108066_linear_left	ONT	6	H	0	42	14	plasmid	['Streptomyces canus']
NBC_00277	CP108066_linear_right	ONT	6	H	0	42	14	plasmid	['Streptomyces canus']
NBC_00278	CP108062_linear_left	Illumina	12	H	37	127	46	chromosome	['Streptomyces zaomyceticus']
NBC_00278	CP108062_linear_right	Illumina	12	H	37	127	46	chromosome	['Streptomyces zaomyceticus']
NBC_00278	CP108062_linear_left	ONT	8	H	37	127	46	chromosome	['Streptomyces zaomyceticus']
NBC_00278	CP108062_linear_right	ONT	8	H	37	127	46	chromosome	['Streptomyces zaomyceticus']
NBC_00278	CP108063_linear_left	Illumina	12	H	37	127	46	plasmid	['Streptomyces zaomyceticus']
NBC_00278	CP108063_linear_right	Illumina	12	H	37	127	46	plasmid	['Streptomyces zaomyceticus']
NBC_00278	CP108063_linear_left	ONT	2	H	37	127	46	plasmid	['Streptomyces zaomyceticus']
NBC_00278	CP108063_linear_right	ONT	4	H	37	127	46	plasmid	['Streptomyces zaomyceticus']
NBC_00278	CP108064_linear_left	Illumina	11	H	37	127	46	extrachromosomal	['Streptomyces zaomyceticus']
NBC_00278	CP108064_linear_right	Illumina	11	H	37	127	46	extrachromosomal	['Streptomyces zaomyceticus']
NBC_00278	CP108064_linear_left	ONT	8	H	37	127	46	extrachromosomal	['Streptomyces zaomyceticus']
NBC_00278	CP108064_linear_right	ONT	10	H	37	127	46	extrachromosomal	['Streptomyces zaomyceticus']
NBC_00280	CP108059_linear_left	Illumina	10	H	2	327	116	chromosome	['Streptomyces sp. NBC 00280']
NBC_00280	CP108059_linear_right	Illumina	0	S	210	6	3	chromosome	['Streptomyces sp. NBC 00280']
NBC_00280	CP108059_linear_left	ONT	3	H	2	327	116	chromosome	['Streptomyces sp. NBC 00280']
NBC_00280	CP108059_linear_right	ONT	0	S	210	6	3	chromosome	['Streptomyces sp. NBC 00280']
NBC_00280	CP108060_linear_left	Illumina	0	S	211	2	1	plasmid	['Streptomyces sp. NBC 00280']
NBC_00280	CP108060_linear_right	Illumina	0	H	211	2	1	plasmid	['Streptomyces sp. NBC 00280']
NBC_00280	CP108060_linear_left	ONT	0	S	211	2	1	plasmid	['Streptomyces sp. NBC 00280']
NBC_00280	CP108060_linear_right	ONT	0	H	211	2	1	plasmid	['Streptomyces sp. NBC 00280']
NBC_00280	CP108061_linear_left	Illumina	13	S	212	1	1	extrachromosomal	['Streptomyces sp. NBC 00280']
NBC_00280	CP108061_linear_right	Illumina	12	S	213	1	1	extrachromosomal	['Streptomyces sp. NBC 00280']
NBC_00280	CP108061_linear_left	ONT	14	S	212	1	1	extrachromosomal	['Streptomyces sp. NBC 00280']
NBC_00280	CP108061_linear_right	ONT	443	S	213	1	1	extrachromosomal	['Streptomyces sp. NBC 00280']
NBC_00283	CP108057_linear_left	Illumina	0	S	208	1	1	chromosome	['Streptomyces goshikiensis']
NBC_00283	CP108057_linear_right	Illumina	0	S	209	27	13	chromosome	['Streptomyces goshikiensis']
NBC_00283	CP108057_linear_left	ONT	0	S	208	1	1	chromosome	['Streptomyces goshikiensis']
NBC_00283	CP108057_linear_right	ONT	14	S	209	27	13	chromosome	['Streptomyces goshikiensis']
NBC_00283	CP108058_linear_left	Illumina	12	H	32	26	13	plasmid	['Streptomyces goshikiensis']
NBC_00283	CP108058_linear_right	Illumina	0	H	180	2	2	plasmid	['Streptomyces goshikiensis']
NBC_00283	CP108058_linear_left	ONT	499	H	32	26	13	plasmid	['Streptomyces goshikiensis']
NBC_00283	CP108058_linear_right	ONT	0	H	180	2	2	plasmid	['Streptomyces goshikiensis']
NBC_00285	CP108055_linear_left	Illumina	12	H	100	46	22	chromosome	['Streptomyces sp. NBC 00285']
NBC_00285	CP108055_linear_right	Illumina	12	H	100	46	22	chromosome	['Streptomyces sp. NBC 00285']
NBC_00285	CP108055_linear_left	ONT	1810	H	100	46	22	chromosome	['Streptomyces sp. NBC 00285']
NBC_00285	CP108055_linear_right	ONT	1837	H	100	46	22	chromosome	['Streptomyces sp. NBC 00285']
NBC_00286	CP108054_linear_left	Illumina	11	H	9	77	30	chromosome	['Streptomyces sp. NBC 00286']
NBC_00286	CP108054_linear_right	Illumina	11	H	9	77	30	chromosome	['Streptomyces sp. NBC 00286']
NBC_00286	CP108054_linear_left	ONT	28	H	9	77	30	chromosome	['Streptomyces sp. NBC 00286']
NBC_00286	CP108054_linear_right	ONT	9	H	9	77	30	chromosome	['Streptomyces sp. NBC 00286']
NBC_00287	CP108053_linear_left	Illumina	0	H	40	13	5	chromosome	['Streptomyces sp. NBC 00287']
NBC_00287	CP108053_linear_right	Illumina	0	H	40	13	5	chromosome	['Streptomyces sp. NBC 00287']
NBC_00287	CP108053_linear_left	ONT	35	H	40	13	5	chromosome	['Streptomyces sp. NBC 00287']
NBC_00287	CP108053_linear_right	ONT	44	H	40	13	5	chromosome	['Streptomyces sp. NBC 00287']
NBC_00288	CP108052_linear_left	Illumina	120	S	205	2	1	chromosome	['Streptomyces virginiae']
NBC_00288	CP108052_linear_right	Illumina	120	H	205	2	1	chromosome	['Streptomyces virginiae']
NBC_00288	CP108052_linear_left	ONT	967	S	205	2	1	chromosome	['Streptomyces virginiae']
NBC_00288	CP108052_linear_right	ONT	916	H	205	2	1	chromosome	['Streptomyces virginiae']
NBC_00289	CP108046_linear_left	Illumina	2	H	100	46	22	chromosome	['Streptomyces sp. NBC 00289']
NBC_00289	CP108046_linear_right	Illumina	1	H	100	46	22	chromosome	['Streptomyces sp. NBC 00289']
NBC_00289	CP108046_linear_left	ONT	2	H	100	46	22	chromosome	['Streptomyces sp. NBC 00289']
NBC_00289	CP108046_linear_right	ONT	0	H	100	46	22	chromosome	['Streptomyces sp. NBC 00289']
NBC_00289	CP108047_linear_left	Illumina	14	H	12	26	12	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108047_linear_right	Illumina	13	H	12	26	12	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108047_linear_left	ONT	0	H	12	26	12	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108047_linear_right	ONT	1	H	12	26	12	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108048_linear_left	Illumina	13	H	12	26	12	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108048_linear_right	Illumina	14	H	12	26	12	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108048_linear_left	ONT	0	H	12	26	12	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108048_linear_right	ONT	33	H	12	26	12	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108049_linear_left	Illumina	12	H	90	54	24	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108049_linear_right	Illumina	12	H	90	54	24	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108049_linear_left	ONT	1	H	90	54	24	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108049_linear_right	ONT	3363	H	90	54	24	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108050_linear_left	Illumina	13	S	201	3	3	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108050_linear_right	Illumina	12	S	202	3	3	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108050_linear_left	ONT	4	S	201	3	3	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108050_linear_right	ONT	1	S	202	3	3	plasmid	['Streptomyces sp. NBC 00289']
NBC_00289	CP108051_linear_left	Illumina	113	S	203	1	1	extrachromosomal	['Streptomyces sp. NBC 00289']
NBC_00289	CP108051_linear_right	Illumina	104	S	204	1	1	extrachromosomal	['Streptomyces sp. NBC 00289']
NBC_00289	CP108051_linear_left	ONT	441	S	203	1	1	extrachromosomal	['Streptomyces sp. NBC 00289']
NBC_00289	CP108051_linear_right	ONT	51	S	204	1	1	extrachromosomal	['Streptomyces sp. NBC 00289']
NBC_00293	CP108342_linear_left	Illumina	11	H	11	52	23	chromosome	['Streptomyces violaceus']
NBC_00293	CP108342_linear_right	Illumina	11	H	11	52	23	chromosome	['Streptomyces violaceus']
NBC_00293	CP108342_linear_left	ONT	2	H	11	52	23	chromosome	['Streptomyces violaceus']
NBC_00293	CP108342_linear_right	ONT	2	H	11	52	23	chromosome	['Streptomyces violaceus']
NBC_00299	CP108039_linear_left	Illumina	12	H	2	327	116	chromosome	['Streptomyces sp. NBC 00299']
NBC_00299	CP108039_linear_right	Illumina	12	H	2	327	116	chromosome	['Streptomyces sp. NBC 00299']
NBC_00299	CP108039_linear_left	ONT	64	H	2	327	116	chromosome	['Streptomyces sp. NBC 00299']
NBC_00299	CP108039_linear_right	ONT	14	H	2	327	116	chromosome	['Streptomyces sp. NBC 00299']
NBC_00299	CP108040_linear_left	Illumina	12	H	2	327	116	plasmid	['Streptomyces sp. NBC 00299']
NBC_00299	CP108040_linear_right	Illumina	12	H	2	327	116	plasmid	['Streptomyces sp. NBC 00299']
NBC_00299	CP108040_linear_left	ONT	7	H	2	327	116	plasmid	['Streptomyces sp. NBC 00299']
NBC_00299	CP108040_linear_right	ONT	7	H	2	327	116	plasmid	['Streptomyces sp. NBC 00299']
NBC_00302	CP108038_linear_left	Illumina	12	H	90	54	24	chromosome	['Streptomyces bobili']
NBC_00302	CP108038_linear_right	Illumina	11	H	90	54	24	chromosome	['Streptomyces bobili']
NBC_00302	CP108038_linear_left	ONT	43	H	90	54	24	chromosome	['Streptomyces bobili']
NBC_00302	CP108038_linear_right	ONT	2	H	90	54	24	chromosome	['Streptomyces bobili']
NBC_00303	CP108036_linear_left	Illumina	11	H	105	13	7	chromosome	['Streptomyces erythrochromogenes']
NBC_00303	CP108036_linear_right	Illumina	11	H	105	13	7	chromosome	['Streptomyces erythrochromogenes']
NBC_00303	CP108036_linear_left	ONT	1	H	105	13	7	chromosome	['Streptomyces erythrochromogenes']
NBC_00303	CP108036_linear_right	ONT	1	H	105	13	7	chromosome	['Streptomyces erythrochromogenes']
NBC_00304	CP108033_linear_left	Illumina	0	H	187	10	3	chromosome	['Streptomyces sp. NBC 00304']
NBC_00304	CP108033_linear_right	Illumina	12	H	97	47	16	chromosome	['Streptomyces sp. NBC 00304']
NBC_00304	CP108033_linear_left	ONT	7	H	187	10	3	chromosome	['Streptomyces sp. NBC 00304']
NBC_00304	CP108033_linear_right	ONT	4	H	97	47	16	chromosome	['Streptomyces sp. NBC 00304']
NBC_00304	CP108034_linear_left	Illumina	11	H	187	10	3	plasmid	['Streptomyces sp. NBC 00304']
NBC_00304	CP108034_linear_right	Illumina	11	H	187	10	3	plasmid	['Streptomyces sp. NBC 00304']
NBC_00304	CP108034_linear_left	ONT	1	H	187	10	3	plasmid	['Streptomyces sp. NBC 00304']
NBC_00304	CP108034_linear_right	ONT	1	H	187	10	3	plasmid	['Streptomyces sp. NBC 00304']
NBC_00304	CP108035_linear_left	Illumina	11	H	187	10	3	plasmid	['Streptomyces sp. NBC 00304']
NBC_00304	CP108035_linear_right	Illumina	11	H	187	10	3	plasmid	['Streptomyces sp. NBC 00304']
NBC_00304	CP108035_linear_left	ONT	1	H	187	10	3	plasmid	['Streptomyces sp. NBC 00304']
NBC_00304	CP108035_linear_right	ONT	1	H	187	10	3	plasmid	['Streptomyces sp. NBC 00304']
NBC_00306	CP108032_linear_left	Illumina	12	H	2	327	116	chromosome	['Streptomyces sp. NBC 00306']
NBC_00306	CP108032_linear_right	Illumina	12	H	2	327	116	chromosome	['Streptomyces sp. NBC 00306']
NBC_00306	CP108032_linear_left	ONT	3	H	2	327	116	chromosome	['Streptomyces sp. NBC 00306']
NBC_00306	CP108032_linear_right	ONT	2	H	2	327	116	chromosome	['Streptomyces sp. NBC 00306']
NBC_00310	CP130714_linear_left	Illumina	11	H	89	34	16	chromosome	['Streptomyces sp. NBC_00310']
NBC_00310	CP130714_linear_right	Illumina	11	H	89	34	16	chromosome	['Streptomyces sp. NBC_00310']
NBC_00310	CP130714_linear_left	ONT	3	H	89	34	16	chromosome	['Streptomyces sp. NBC_00310']
NBC_00310	CP130714_linear_right	ONT	3	H	89	34	16	chromosome	['Streptomyces sp. NBC_00310']
NBC_00311	CP108030_linear_left	Illumina	13	H	18	86	40	chromosome	['Streptomyces sp. NBC 00311']
NBC_00311	CP108030_linear_right	Illumina	13	H	18	86	40	chromosome	['Streptomyces sp. NBC 00311']
NBC_00311	CP108030_linear_left	ONT	430	H	18	86	40	chromosome	['Streptomyces sp. NBC 00311']
NBC_00311	CP108030_linear_right	ONT	431	H	18	86	40	chromosome	['Streptomyces sp. NBC 00311']
NBC_00314	CP108029_linear_left	Illumina	11	H	2	327	116	chromosome	['Streptomyces caniferus']
NBC_00314	CP108029_linear_right	Illumina	11	H	2	327	116	chromosome	['Streptomyces caniferus']
NBC_00314	CP108029_linear_left	ONT	9	H	2	327	116	chromosome	['Streptomyces caniferus']
NBC_00314	CP108029_linear_right	ONT	37	H	2	327	116	chromosome	['Streptomyces caniferus']
NBC_00316	CP108023_linear_left	Illumina	12	H	2	327	116	chromosome	['Streptomyces sp. NBC 00316']
NBC_00316	CP108023_linear_right	Illumina	12	H	2	327	116	chromosome	['Streptomyces sp. NBC 00316']
NBC_00316	CP108023_linear_left	ONT	2	H	2	327	116	chromosome	['Streptomyces sp. NBC 00316']
NBC_00316	CP108023_linear_right	ONT	2	H	2	327	116	chromosome	['Streptomyces sp. NBC 00316']
NBC_00316	CP108024_linear_left	Illumina	12	H	2	327	116	plasmid	['Streptomyces sp. NBC 00316']
NBC_00316	CP108024_linear_right	Illumina	11	H	2	327	116	plasmid	['Streptomyces sp. NBC 00316']
NBC_00316	CP108024_linear_left	ONT	7	H	2	327	116	plasmid	['Streptomyces sp. NBC 00316']
NBC_00316	CP108024_linear_right	ONT	1	H	2	327	116	plasmid	['Streptomyces sp. NBC 00316']
NBC_00322	CP108019_linear_left	Illumina	12	H	9	77	30	chromosome	['Streptomyces sp. NBC 00322']
NBC_00322	CP108019_linear_right	Illumina	12	H	9	77	30	chromosome	['Streptomyces sp. NBC 00322']
NBC_00322	CP108019_linear_left	ONT	2231	H	9	77	30	chromosome	['Streptomyces sp. NBC 00322']
NBC_00322	CP108019_linear_right	ONT	2224	H	9	77	30	chromosome	['Streptomyces sp. NBC 00322']
NBC_00324	CP108016_linear_left	Illumina	12	S	192	4	3	chromosome	['Streptomyces virginiae']
NBC_00324	CP108016_linear_right	Illumina	12	H	192	4	3	chromosome	['Streptomyces virginiae']
NBC_00324	CP108016_linear_left	ONT	3	S	192	4	3	chromosome	['Streptomyces virginiae']
NBC_00324	CP108016_linear_right	ONT	3	H	192	4	3	chromosome	['Streptomyces virginiae']
NBC_00324	CP108017_linear_left	Illumina	12	H	110	11	7	extrachromosomal	['Streptomyces virginiae']
NBC_00324	CP108017_linear_right	Illumina	11	H	105	13	7	extrachromosomal	['Streptomyces virginiae']
NBC_00324	CP108017_linear_left	ONT	260	H	110	11	7	extrachromosomal	['Streptomyces virginiae']
NBC_00324	CP108017_linear_right	ONT	3	H	105	13	7	extrachromosomal	['Streptomyces virginiae']
NBC_00324	CP108018_linear_left	Illumina	12	H	9	77	30	extrachromosomal	['Streptomyces virginiae']
NBC_00324	CP108018_linear_right	Illumina	12	S	193	1	1	extrachromosomal	['Streptomyces virginiae']
NBC_00324	CP108018_linear_left	ONT	1	H	9	77	30	extrachromosomal	['Streptomyces virginiae']
NBC_00324	CP108018_linear_right	ONT	442	S	193	1	1	extrachromosomal	['Streptomyces virginiae']
NBC_00328	CP108013_linear_left	Illumina	13	H	139	33	19	chromosome	['Streptomyces sp. NBC_00328']
NBC_00328	CP108013_linear_right	Illumina	13	S	191	13	7	chromosome	['Streptomyces sp. NBC_00328']
NBC_00328	CP108013_linear_left	ONT	1	H	139	33	19	chromosome	['Streptomyces sp. NBC_00328']
NBC_00328	CP108013_linear_right	ONT	1	S	191	13	7	chromosome	['Streptomyces sp. NBC_00328']
NBC_00333	CP108011_linear_left	Illumina	22	H	111	12	6	chromosome	['Streptomyces phaeochromogenes']
NBC_00333	CP108011_linear_right	Illumina	22	H	111	12	6	chromosome	['Streptomyces phaeochromogenes']
NBC_00333	CP108011_linear_left	ONT	7	H	111	12	6	chromosome	['Streptomyces phaeochromogenes']
NBC_00333	CP108011_linear_right	ONT	7	H	111	12	6	chromosome	['Streptomyces phaeochromogenes']
NBC_00334	CP108008_linear_left	Illumina	12	H	2	327	116	chromosome	['Streptomyces sp. NBC 00334']
NBC_00334	CP108008_linear_right	Illumina	0	H	0	42	14	chromosome	['Streptomyces sp. NBC 00334']
NBC_00334	CP108008_linear_left	ONT	4	H	2	327	116	chromosome	['Streptomyces sp. NBC 00334']
NBC_00334	CP108008_linear_right	ONT	2239	H	0	42	14	chromosome	['Streptomyces sp. NBC 00334']
NBC_00334	CP108009_linear_left	Illumina	0	H	0	42	14	plasmid	['Streptomyces sp. NBC 00334']
NBC_00334	CP108009_linear_right	Illumina	15	H	0	42	14	plasmid	['Streptomyces sp. NBC 00334']
NBC_00334	CP108009_linear_left	ONT	2246	H	0	42	14	plasmid	['Streptomyces sp. NBC 00334']
NBC_00334	CP108009_linear_right	ONT	166	H	0	42	14	plasmid	['Streptomyces sp. NBC 00334']
NBC_00335	CP108006_linear_left	Illumina	0	H	31	18	12	chromosome	['Streptomyces sp. NBC 00335']
NBC_00335	CP108006_linear_right	Illumina	12	H	75	25	13	chromosome	['Streptomyces sp. NBC 00335']
NBC_00335	CP108006_linear_left	ONT	0	H	31	18	12	chromosome	['Streptomyces sp. NBC 00335']
NBC_00335	CP108006_linear_right	ONT	6	H	75	25	13	chromosome	['Streptomyces sp. NBC 00335']
NBC_00335	CP108007_linear_left	Illumina	0	S	188	2	2	plasmid	['Streptomyces sp. NBC 00335']
NBC_00335	CP108007_linear_right	Illumina	12	H	75	25	13	plasmid	['Streptomyces sp. NBC 00335']
NBC_00335	CP108007_linear_left	ONT	193	S	188	2	2	plasmid	['Streptomyces sp. NBC 00335']
NBC_00335	CP108007_linear_right	ONT	13	H	75	25	13	plasmid	['Streptomyces sp. NBC 00335']
NBC_00337	CP108005_linear_left	Illumina	11	H	25	50	26	chromosome	['Streptomyces caniferus']
NBC_00337	CP108005_linear_right	Illumina	11	H	25	50	26	chromosome	['Streptomyces caniferus']
NBC_00337	CP108005_linear_left	ONT	15	H	25	50	26	chromosome	['Streptomyces caniferus']
NBC_00337	CP108005_linear_right	ONT	30	H	25	50	26	chromosome	['Streptomyces caniferus']
NBC_00342	CP107999_linear_left	Illumina	11	H	37	127	46	chromosome	['Streptomyces sp. NBC 00342']
NBC_00342	CP107999_linear_right	Illumina	12	H	9	77	30	chromosome	['Streptomyces sp. NBC 00342']
NBC_00342	CP107999_linear_left	ONT	3	H	37	127	46	chromosome	['Streptomyces sp. NBC 00342']
NBC_00342	CP107999_linear_right	ONT	3494	H	9	77	30	chromosome	['Streptomyces sp. NBC 00342']
NBC_00342	CP108000_linear_left	Illumina	11	S	187	10	3	plasmid	['Streptomyces sp. NBC 00342']
NBC_00342	CP108000_linear_right	Illumina	12	H	187	10	3	plasmid	['Streptomyces sp. NBC 00342']
NBC_00342	CP108000_linear_left	ONT	305	S	187	10	3	plasmid	['Streptomyces sp. NBC 00342']
NBC_00342	CP108000_linear_right	ONT	317	H	187	10	3	plasmid	['Streptomyces sp. NBC 00342']
NBC_00342	CP108001_linear_left	Illumina	11	H	187	10	3	plasmid	['Streptomyces sp. NBC 00342']
NBC_00342	CP108001_linear_right	Illumina	12	H	37	127	46	plasmid	['Streptomyces sp. NBC 00342']
NBC_00342	CP108001_linear_left	ONT	1	H	187	10	3	plasmid	['Streptomyces sp. NBC 00342']
NBC_00342	CP108001_linear_right	ONT	103	H	37	127	46	plasmid	['Streptomyces sp. NBC 00342']
NBC_00343	CP107998_linear_left	Illumina	11	H	57	5	4	chromosome	['Streptomyces sp. NBC 00343']
NBC_00343	CP107998_linear_right	Illumina	11	H	57	5	4	chromosome	['Streptomyces sp. NBC 00343']
NBC_00343	CP107998_linear_left	ONT	3	H	57	5	4	chromosome	['Streptomyces sp. NBC 00343']
NBC_00343	CP107998_linear_right	ONT	3	H	57	5	4	chromosome	['Streptomyces sp. NBC 00343']
NBC_00344	CP107996_linear_left	Illumina	12	H	25	50	26	chromosome	['Streptomyces sp. NBC 00344']
NBC_00344	CP107996_linear_right	Illumina	12	H	25	50	26	chromosome	['Streptomyces sp. NBC 00344']
NBC_00344	CP107996_linear_left	ONT	7	H	25	50	26	chromosome	['Streptomyces sp. NBC 00344']
NBC_00344	CP107996_linear_right	ONT	2	H	25	50	26	chromosome	['Streptomyces sp. NBC 00344']
NBC_00344	CP107997_linear_left	Illumina	12	H	25	50	26	plasmid	['Streptomyces sp. NBC 00344']
NBC_00344	CP107997_linear_right	Illumina	11	H	25	50	26	plasmid	['Streptomyces sp. NBC 00344']
NBC_00344	CP107997_linear_left	ONT	6	H	25	50	26	plasmid	['Streptomyces sp. NBC 00344']
NBC_00344	CP107997_linear_right	ONT	1	H	25	50	26	plasmid	['Streptomyces sp. NBC 00344']
NBC_00349	CP107989_linear_left	Illumina	11	H	9	77	30	chromosome	['Streptomyces canus']
NBC_00349	CP107989_linear_right	Illumina	11	H	9	77	30	chromosome	['Streptomyces canus']
NBC_00349	CP107989_linear_left	ONT	26	H	9	77	30	chromosome	['Streptomyces canus']
NBC_00349	CP107989_linear_right	ONT	12	H	9	77	30	chromosome	['Streptomyces canus']
NBC_00349	CP107990_linear_left	Illumina	11	H	2	327	116	plasmid	['Streptomyces canus']
NBC_00349	CP107990_linear_right	Illumina	11	H	9	77	30	plasmid	['Streptomyces canus']
NBC_00349	CP107990_linear_left	ONT	2	H	2	327	116	plasmid	['Streptomyces canus']
NBC_00349	CP107990_linear_right	ONT	4	H	9	77	30	plasmid	['Streptomyces canus']
NBC_00349	CP107991_linear_left	Illumina	11	H	9	77	30	plasmid	['Streptomyces canus']
NBC_00349	CP107991_linear_right	Illumina	120	S	183	1	1	plasmid	['Streptomyces canus']
NBC_00349	CP107991_linear_left	ONT	3381	H	9	77	30	plasmid	['Streptomyces canus']
NBC_00349	CP107991_linear_right	ONT	19518	S	183	1	1	plasmid	['Streptomyces canus']
NBC_00349	CP107993_linear_left	Illumina	115	S	186	1	1	plasmid	['Streptomyces canus']
NBC_00349	CP107993_linear_right	Illumina	11	H	9	77	30	plasmid	['Streptomyces canus']
NBC_00349	CP107993_linear_left	ONT	68111	S	186	1	1	plasmid	['Streptomyces canus']
NBC_00349	CP107993_linear_right	ONT	9	H	9	77	30	plasmid	['Streptomyces canus']
NBC_00350	CP107986_linear_left	Illumina	11	H	9	77	30	chromosome	['Streptomyces canus']
NBC_00350	CP107986_linear_right	Illumina	11	H	9	77	30	chromosome	['Streptomyces canus']
NBC_00350	CP107986_linear_left	ONT	329	H	9	77	30	chromosome	['Streptomyces canus']
NBC_00350	CP107986_linear_right	ONT	349	H	9	77	30	chromosome	['Streptomyces canus']
NBC_00350	CP107987_linear_left	Illumina	11	H	9	77	30	plasmid	['Streptomyces canus']
NBC_00350	CP107987_linear_right	Illumina	11	H	9	77	30	plasmid	['Streptomyces canus']
NBC_00350	CP107987_linear_left	ONT	9	H	9	77	30	plasmid	['Streptomyces canus']
NBC_00350	CP107987_linear_right	ONT	4	H	9	77	30	plasmid	['Streptomyces canus']
NBC_00353	CP107985_linear_left	Illumina	13	H	11	52	23	chromosome	['Streptomyces sp. NBC 00353']
NBC_00353	CP107985_linear_right	Illumina	12	H	11	52	23	chromosome	['Streptomyces sp. NBC 00353']
NBC_00353	CP107985_linear_left	ONT	1	H	11	52	23	chromosome	['Streptomyces sp. NBC 00353']
NBC_00353	CP107985_linear_right	ONT	0	H	11	52	23	chromosome	['Streptomyces sp. NBC 00353']
NBC_00354	CP107983_linear_left	Illumina	12	H	75	25	13	chromosome	['Streptomyces sp. NBC 00354']
NBC_00354	CP107983_linear_right	Illumina	119	S	179	1	1	chromosome	['Streptomyces sp. NBC 00354']
NBC_00354	CP107983_linear_left	ONT	804	H	75	25	13	chromosome	['Streptomyces sp. NBC 00354']
NBC_00354	CP107983_linear_right	ONT	8095	S	179	1	1	chromosome	['Streptomyces sp. NBC 00354']
NBC_00354	CP107984_linear_left	Illumina	12	H	75	25	13	plasmid	['Streptomyces sp. NBC 00354']
NBC_00354	CP107984_linear_right	Illumina	0	S	180	2	2	plasmid	['Streptomyces sp. NBC 00354']
NBC_00354	CP107984_linear_left	ONT	803	H	75	25	13	plasmid	['Streptomyces sp. NBC 00354']
